Start Date,End Date,Portfolio name,Currency,Campaign Name,Retailer,Country,Bidding strategy,Placement,Impressions,Clicks,Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#)
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,2123,24,$0.46,$11.12,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,18,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,19,1,$0.47,$0.47,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,66,3,$1.10,$3.31,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK needlepoint kit for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,187,1,$0.40,$0.40,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK needlepoint kit for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,118,1,$0.40,$0.40,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK needlepoint kit for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,59,2,$0.68,$1.35,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery starter kit beginner TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,302,2,$0.56,$1.11,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery starter kit beginner TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,49,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery starter kit beginner TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,91,8,$1.35,$10.78,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM MK broad sewing kit root,Amazon,United States,Dynamic bids - up and down,Product pages on Amazon,626,10,$0.73,$7.26,$0.00,,0.00,0,0
"Feb 15, 2026","Feb 15, 2026",Dessert Family,USD,dessert sewing - SPM MK broad sewing kit root,Amazon,United States,Dynamic bids - up and down,Off Amazon,1,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM MK broad sewing kit root,Amazon,United States,Dynamic bids - up and down,Rest of search on Amazon,55,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM MK broad sewing kit root,Amazon,United States,Dynamic bids - up and down,Top of Search on Amazon,70,7,$1.67,$11.68,$22.98,50.8268%,1.97,1,1
"Feb 12, 2026","Feb 16, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom animals kit for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,4,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom animals kit for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,13,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom animals kit for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,19,1,$1.21,$1.21,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM SK fuse bead kit TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,13395,54,$0.77,$41.48,$102.92,40.3031%,2.48,3,3
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM SK fuse bead kit TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,804,6,$0.79,$4.76,$32.98,14.4330%,6.93,1,1
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM SK fuse bead kit TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,564,39,$1.44,$56.24,$65.96,85.2638%,1.17,2,2
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom kit for kids TOS,Amazon,United States,Dynamic bids - up and down,Product pages on Amazon,120,2,$0.77,$1.54,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom kit for kids TOS,Amazon,United States,Dynamic bids - up and down,Rest of search on Amazon,27,1,$0.91,$0.91,$0.00,,0.00,0,0
"Feb 12, 2026","Feb 15, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom kit for kids TOS,Amazon,United States,Dynamic bids - up and down,Top of Search on Amazon,4,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM MK more general adult root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,110,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM MK more general adult root TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,24,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM MK more general adult root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,59,1,$0.35,$0.35,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM MK more general adult root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,749,23,$0.99,$22.84,$61.94,36.8744%,2.71,3,3
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1041,6,$0.15,$0.90,$21.98,4.0946%,24.42,1,1
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Amazon,United States,Dynamic bids - down only,Off Amazon,2775,11,$0.07,$0.74,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,1910,21,$0.13,$2.71,$81.94,3.3073%,30.24,3,3
"Feb 11, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,8,3,$0.16,$0.47,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,37705,191,$0.18,$34.63,$163.26,21.2116%,4.71,7,7
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,Amazon,United States,Dynamic bids - down only,Off Amazon,21539,72,$0.07,$5.15,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,51703,476,$0.18,$87.94,$426.58,20.6151%,4.85,19,20
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,98,3,$0.15,$0.45,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM SK cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1487,13,$0.68,$8.87,$19.98,44.3944%,2.25,1,1
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM SK cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,266,4,$1.25,$5.00,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,cross girl - SPM SK cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,185,25,$1.47,$36.80,$99.90,36.8368%,2.71,4,5
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPA auto,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,224,2,$0.50,$1.00,$19.98,5.0050%,19.98,1,1
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPA auto,Amazon,United States,Dynamic bids - down only,Off Amazon,1147,2,$0.15,$0.30,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPA auto,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,8041,115,$0.62,$71.65,$146.86,48.7880%,2.05,7,7
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPA auto,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,389,17,$0.95,$16.13,$59.94,26.9102%,3.72,3,3
"Feb 11, 2026","Feb 17, 2026",punch needle Plush heart,USD,punch needle - SPM SK kids punch needle kit TOS PUSH,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,67,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 17, 2026",punch needle Plush heart,USD,punch needle - SPM SK kids punch needle kit TOS PUSH,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,7,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",punch needle Plush heart,USD,punch needle - SPM SK kids punch needle kit TOS PUSH,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,25,2,$1.14,$2.28,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",punch needle Plush heart,USD,punch needle - SPM SK punch needle kit for kids ages 8-12,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,20,1,$0.34,$0.34,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",punch needle Plush heart,USD,punch needle - SPM SK punch needle kit for kids ages 8-12,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,16,1,$0.41,$0.41,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",punch needle Plush heart,USD,punch needle - SPM SK punch needle kit for kids ages 8-12,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,23,1,$1.37,$1.37,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,90,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 16, 2026",princess lacing cards,USD,princess lacing - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,13,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,435,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1122,102,$1.84,$188.05,$219.78,85.5628%,1.17,11,11
"Feb 16, 2026","Feb 16, 2026",princess lacing cards,USD,princess lacing - SPM SK sewing cards for kids ages 4-8 TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1,0,,$0.00,$0.00,,,0,0
"Feb 16, 2026","Feb 16, 2026",princess lacing cards,USD,princess lacing - SPM SK sewing cards for kids ages 3-5 TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 16, 2026",princess lacing cards,USD,princess lacing - SPM SK lacing cards for kids ages 4-8 TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM SK lacing cards for kids ages 4-8 TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1,1,$1.86,$1.86,$0.00,,0.00,0,0
"Feb 15, 2026","Feb 15, 2026",princess lacing cards,USD,princess lacing - SPM SK lacing cards for kids ages 3-5 TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM SK lacing cards for kids ages 3-5 TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",princess lacing cards,USD,princess lacing - SPM SK lacing cards for kids ages 3-5 TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,109,9,$1.67,$15.03,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,9058,41,$0.71,$29.16,$102.92,28.3327%,3.53,3,3
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,Amazon,United States,Dynamic bids - down only,Off Amazon,154,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,980,1,$0.67,$0.67,$32.98,2.0315%,49.22,1,1
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1729,98,$1.48,$145.36,$226.26,64.2447%,1.56,7,7
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,6002,21,$0.53,$11.12,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,93,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,736,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,993,117,$1.10,$128.22,$343.74,37.3014%,2.68,13,13
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK BROAD shinshin creation root,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1166,4,$0.79,$3.14,$67.96,4.6204%,21.64,2,2
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK BROAD shinshin creation root,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,14,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK BROAD shinshin creation root,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,8,2,$0.46,$0.92,$32.98,2.7896%,35.85,1,1
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM SK hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,50,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM SK hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,43,1,$0.45,$0.45,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM SK hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,80,4,$1.19,$4.77,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,embroidery beginner - SPM SK easy embroidery kit beginner TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,18,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM SK easy embroidery kit beginner TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,17,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM SK easy embroidery kit beginner TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,55,2,$1.33,$2.66,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK beginner needlepoint kits for adults TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,289,2,$0.51,$1.01,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK beginner needlepoint kits for adults TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,130,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK beginner needlepoint kits for adults TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,378,31,$1.16,$35.95,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM SK beginner cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,2363,12,$0.51,$6.16,$19.98,30.8308%,3.24,1,1
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM SK beginner cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,69,1,$0.56,$0.56,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM SK beginner cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,121,13,$0.92,$12.02,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom knitting kit TOS,Amazon,United States,Dynamic bids - up and down,Product pages on Amazon,6099,56,$0.92,$51.31,$26.98,190.1779%,0.53,1,1
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom knitting kit TOS,Amazon,United States,Dynamic bids - up and down,Rest of search on Amazon,609,5,$0.95,$4.73,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK loom knitting kit TOS,Amazon,United States,Dynamic bids - up and down,Top of Search on Amazon,76,6,$0.98,$5.89,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK knitting beginner kit TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1107,10,$0.53,$5.30,$26.98,19.6442%,5.09,1,1
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK knitting beginner kit TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,32,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM SK knitting beginner kit TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,48,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch pillow - SPM SK latch hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,4,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch pillow - SPM SK latch hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,6,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,14642,92,$0.48,$44.03,$74.94,58.7537%,1.70,3,3
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,Amazon,United States,Dynamic bids - down only,Off Amazon,93,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,1213,3,$0.50,$1.49,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,863,45,$0.88,$39.44,$49.96,78.9432%,1.27,2,2
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK easy embroidery kits for beginners TOS,Amazon,United States,Dynamic bids - up and down,Product pages on Amazon,4663,35,$0.60,$20.97,$49.96,41.9736%,2.38,2,2
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK easy embroidery kits for beginners TOS,Amazon,United States,Dynamic bids - up and down,Rest of search on Amazon,123,1,$0.64,$0.64,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK easy embroidery kits for beginners TOS,Amazon,United States,Dynamic bids - up and down,Top of Search on Amazon,120,10,$1.38,$13.78,$46.96,29.3441%,3.41,2,2
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK beginners embroidery kit for adults TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,4480,44,$0.37,$16.29,$41.96,38.8227%,2.58,2,2
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK beginners embroidery kit for adults TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,65,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK beginners embroidery kit for adults TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,270,23,$1.05,$24.17,$49.96,48.3787%,2.07,2,2
