Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search Impression Share,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales ,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kit 5 year old girl,EXACT,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,kids make your own,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,beginner sewing project for kids,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing for kids ages 8-12,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing 5 year old girl,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,5 year old girl gift craft,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,needlepoint kit,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,beginning embroidery kits for adults,PHRASE,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,sewing patterns,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID Product Targeting,United States,22000 beads LOW BID Product Targeting,Amazon,"category=""Fuse & Perler Beads""",-,14,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0BWSGRTB1 | SPM | CAT | Embroidery Kits,United States,Stitch Dictionary CAT LOW BID Product Targeting,Amazon,"category=""Embroidery Kits""",-,896,0.0400%,7,0.7813%,$0.21,$1.45,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary Heart LOW BID Product Targeting,United States,Stitch Dictionary Heart LOW BID Product Targeting,Amazon,"category=""Embroidery Kits""",-,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,needlepoint kit,BROAD,8,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,needlepoint kit,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cat cross stitch kits,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery starter kit,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,how to embroider,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery sampler kit for beginners,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch kits for adults,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,learn to sew kit for adults,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,sewing patterns,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,crossstitching kits adult,PHRASE,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,needlepoint for beginners,PHRASE,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,jack dempsey needle art,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch beginner,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch sampler kit,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery tutorial,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery,BROAD,19,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery,PHRASE,8,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery patterns,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,punch needle,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 14, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,punch needle,PHRASE,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch kits for beginners,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery kit for beginner,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch,BROAD,25,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch,PHRASE,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 15, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,beginner cross stitch kits,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,learn to embroider,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,cross stitch kit cat,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,sewing stitches for beginners,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,embroidery,BROAD,4,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,punch needle,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,needlepoint kits for adults,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,cross stitch,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,beginner cross stitch kits,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,sewing kit,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,embroidery art & craft kit,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID Manual Targeting,United States,Stitch Dictionary CAT LOW BID Manual Targeting,Amazon,hobbies for adults,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Stitch Dictionary All,USD,Stitch Dictionary LOW BID Manual Targeting,United States,Stitch Dictionary LOW BID Manual Targeting,Amazon,jack dempsey needle art,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 14, 2026",Stitch Dictionary All,USD,Stitch Dictionary Elephant LOW BID AUTO LOW BID,United States,Stitch Dictionary Elephant LOW BID AUTO LOW BID,Amazon,loose-match,-,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 Embroidery kit - SP - EXACT,United States,10 Embroidery kit - SP - EXACT Ad Group,Amazon,kids needlepoint kits age 8-12,EXACT,2,17.6500%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,Fuse beads -SP-exact-TOS-fuse beads,United States,Fuse beads -SP-exact-TOS-fuse beads,Amazon,fuse beads,EXACT,89,0.2600%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK sewing kit kids root TOS,United States,fairy sewing TOS keyword ranking,Amazon,kids sewing kits ages 8-12,EXACT,1258,28.3600%,26,2.0668%,$1.06,$27.66,62.9208%,1.59,$43.96,2,2,7.6923%,1,1,$21.98,$21.98
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK sewing kit kids root TOS,United States,fairy sewing TOS keyword ranking,Amazon,sewing kit kids,EXACT,1099,0.0800%,11,1.0009%,$0.34,$3.74,17.0155%,5.88,$21.98,1,1,9.0909%,1,0,$21.98,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits exact TOS push,United States,latch hook kits exact TOS push,Amazon,rug making kit,EXACT,105,4.2200%,2,1.9048%,$0.68,$1.36,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits exact TOS push,United States,latch hook kits exact TOS push,Amazon,latch hook rug kit,EXACT,160,4.7700%,1,0.6250%,$0.84,$0.84,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits exact TOS push,United States,latch hook kits exact TOS push,Amazon,clearance latch hook kits,EXACT,5,4.5500%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits exact TOS push,United States,latch hook kits exact TOS push,Amazon,latch hook rugs,EXACT,68,0.2500%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits exact TOS push,United States,latch hook kits exact TOS push,Amazon,latch kits,EXACT,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,Biggie Auto,United States,Biggie Auto,Amazon,close-match,-,6486,0.0300%,5,0.0771%,$0.68,$3.38,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,Biggie Auto,United States,Biggie Auto,Amazon,loose-match,-,28557,0.0200%,24,0.0840%,$0.61,$14.52,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",No Portfolio,USD,Biggie Auto,United States,Biggie Auto,Amazon,complements,-,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,Biggie Auto,United States,Biggie Auto,Amazon,substitutes,-,27581,0.0500%,42,0.1523%,$0.47,$19.91,39.8519%,2.51,$49.96,2,2,4.7619%,2,0,$49.96,$0.00
"Feb 11, 2026","Feb 16, 2026",biggie beads,USD,biggie beads - SPM MK biggie root TOS,United States,biggie beads manual,Amazon,large perler beads,EXACT,2,5.1700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM MK biggie root TOS,United States,biggie beads manual,Amazon,10mm bead,EXACT,39,3.5600%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing kit for kids TOS,United States,Fairy TOS - sewing kit for kids,Amazon,sewing kit for kids,EXACT,1037,10.8300%,39,3.7608%,$1.06,$41.29,13.2035%,7.57,$312.72,7,14,17.9487%,13,1,$285.74,$26.98
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,48 mini perler beads tos push,United States,48 mini perler beads tos push,Amazon,perler beads,EXACT,1727,5.1800%,78,4.5165%,$0.75,$58.19,24.9914%,4.00,$232.84,7,7,8.9744%,6,1,$197.88,$34.96
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie auto,United States,Biggie Auto,Amazon,close-match,-,595,1.2400%,11,1.8487%,$0.76,$8.37,11.1689%,8.95,$74.94,3,3,27.2727%,3,0,$74.94,$0.00
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie auto,United States,Biggie Auto,Amazon,loose-match,-,1728,2.0300%,38,2.1991%,$0.85,$32.19,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie auto,United States,Biggie Auto,Amazon,substitutes,-,75,2.8600%,2,2.6667%,$0.89,$1.78,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK sewing kit for kids ages 8-12 TOS,United States,dessert sewing TOS keyword ranking other root,Amazon,sewing kit for kids ages 8-12,EXACT,3154,9.7200%,57,1.8072%,$1.19,$67.68,73.6292%,1.36,$91.92,4,4,7.0175%,4,0,$91.92,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root,United States,mini fuse beads TOS push - mini root,Amazon,mini fuse beads,EXACT,14155,44.2000%,108,0.7630%,$0.89,$96.31,48.6709%,2.05,$197.88,6,6,5.5556%,6,0,$197.88,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root,United States,mini fuse beads TOS push - mini root,Amazon,mini fuse bead kit,EXACT,3116,44.4400%,35,1.1232%,$0.86,$29.98,113.6467%,0.88,$26.38,1,1,2.8571%,1,0,$26.38,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root,United States,mini fuse beads TOS push - mini root,Amazon,mini perler bead kit,EXACT,618,49.5400%,7,1.1327%,$1.15,$8.06,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads TOS push - mini root,United States,mini fuse beads TOS push - mini root,Amazon,mini perler bead,EXACT,4024,45.1400%,38,0.9443%,$1.12,$42.63,42.2414%,2.37,$100.92,3,3,7.8947%,2,1,$65.96,$34.96
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads-  SPM MK multi root TOS,United States,fuse beads TOS push - revive keywords,Amazon,hama beads,EXACT,164,22.6000%,3,1.8293%,$0.84,$2.53,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads-  SPM MK multi root TOS,United States,fuse beads TOS push - revive keywords,Amazon,fuse bead,EXACT,1037,15.9300%,83,8.0039%,$1.04,$86.58,29.6284%,3.38,$292.22,9,9,10.8434%,8,1,$257.24,$34.98
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads-  SPM MK multi root TOS,United States,fuse beads TOS push - revive keywords,Amazon,hama beads kit,EXACT,25,22.2200%,1,4.0000%,$1.03,$1.03,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads-  SPM MK multi root TOS,United States,fuse beads TOS push - revive keywords,Amazon,2.6 mm fuse beads,EXACT,114,12.3700%,4,3.5088%,$1.10,$4.39,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads-  SPM MK multi root TOS,United States,fuse beads TOS push - revive keywords,Amazon,perler kit,EXACT,99,27.3400%,2,2.0202%,$1.63,$3.26,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits - manual TOS competitor keyword push,United States,latch hook kits - manual TOS competitor keyword push,Amazon,hook rug,EXACT,87,8.7700%,2,2.2989%,$1.02,$2.03,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits - manual TOS competitor keyword push,United States,latch hook kits - manual TOS competitor keyword push,Amazon,latch kit,EXACT,170,23.8100%,2,1.1765%,$1.21,$2.41,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook kits - manual TOS competitor keyword push,United States,latch hook kits - manual TOS competitor keyword push,Amazon,latchkits,EXACT,63,19.2300%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK sewing kit root TOS,United States,fairy sewing - TOS sewing kit PUSH,Amazon,sewing kit for kids ages 8-12,EXACT,17,0.3400%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK sewing kit root TOS,United States,fairy sewing - TOS sewing kit PUSH,Amazon,girls sewing kit,EXACT,494,16.4600%,7,1.4170%,$0.84,$5.87,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",fairy family,USD,fairy sewing - SPM MK sewing kit root TOS,United States,fairy sewing - TOS sewing kit PUSH,Amazon,sewing kit for kids ages 4-8,EXACT,7,50.0000%,1,14.2857%,$1.34,$1.34,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,SO | Embroidery Kit | B0DC69M3YD | SPM | SK | crossstitching kits adult beginner,United States,4 flowers - TOS keyword PUSH crossstitching kits adult beginner,Amazon,crossstitching kits adult beginner,EXACT,413,38.8900%,2,0.4843%,$0.64,$1.28,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK kids sewing kit root,United States,fairy sewing - TOS new words RELAUNCH,Amazon,kids sewing kit,EXACT,318,2.6700%,10,3.1447%,$0.70,$6.99,31.8016%,3.14,$21.98,1,1,10.0000%,1,0,$21.98,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK kids sewing kit root,United States,fairy sewing - TOS new words RELAUNCH,Amazon,kids sewing,EXACT,2748,32.9800%,44,1.6012%,$0.82,$36.02,50.7753%,1.97,$70.94,3,3,6.8182%,2,1,$43.96,$26.98
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,knitting bunny - SP - TOS beginners crochet kit for kids,United States,knitting bunny - SP - TOS beginners crochet kit for kids,Amazon,beginners crochet kit for kids,EXACT,1414,13.5200%,31,2.1924%,$1.23,$38.28,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MP product targeting,United States,mini fuse beads - maual - product targeting,Amazon,"asin=""B0C5WQD914""",-,410,57.9800%,22,5.3659%,$1.16,$25.42,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
