Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Retailer,Country,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 12, 2026","Feb 12, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery kits for adults landscape,3,1,33.3333%,$0.49,$0.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery kits for beginners,53,1,1.8868%,$0.49,$0.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 13, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery kits for beginners adults,23,2,8.6957%,$0.49,$0.98,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginners - SPM SK embroidery kit for beginners TOS,embroidery beginners - SPM SK embroidery kit for beginners TOS,Amazon,United States,embroidery kit for kids,EXACT,embroidery kits for kids,70,4,5.7143%,$0.88,$3.51,$46.96,7.4744%,13.38,2,2,50.0000%,0,2,$0.00,$46.96
"Feb 11, 2026","Feb 11, 2026",Embroidery for kids,USD,embroidery beginners - SPM SK embroidery kit for beginners TOS,embroidery beginners - SPM SK embroidery kit for beginners TOS,Amazon,United States,embroidery kit for kids,EXACT,embroidery kits kids,2,1,50.0000%,$1.13,$1.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,embroidery beginner - SPM MK broad TOS,Amazon,United States,kids embroidery,BROAD,embroidery of things for children,1,1,100.0000%,$0.87,$0.87,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,close-match,-,embroidery patterns,7,2,28.5714%,$0.13,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,embroidery patterns,13,1,7.6923%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery patterns,413,4,0.9685%,$0.49,$1.96,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,embroidery beginner - SPM MK broad TOS,Amazon,United States,kids embroidery kit,BROAD,embroidery pen kit for kids,1,1,100.0000%,$0.86,$0.86,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery pictures,3,1,33.3333%,$0.76,$0.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,embroidery pouch kit,2,1,50.0000%,$0.08,$0.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery practice,1,1,100.0000%,$0.90,$0.90,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,embroidery pre printed kits to make a bag,2,1,50.0000%,$0.14,$0.14,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,embroidery projects,4,1,25.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,embroidery beginner - SPM MK broad TOS,Amazon,United States,kids embroidery,BROAD,embroidery set for girls,1,1,100.0000%,$0.97,$0.97,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery starter kit beginner TOS,4 flowers - SPM SK embroidery starter kit beginner TOS,Amazon,United States,embroidery starter kit beginner,EXACT,embroidery starter kit beginners,5,1,20.0000%,$1.07,$1.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery starter kit beginner TOS,4 flowers - SPM SK embroidery starter kit beginner TOS,Amazon,United States,embroidery starter kit beginner,EXACT,embroidery starter kit for beginners,314,8,2.5478%,$1.20,$9.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",4 Flowers embroidery,USD,4 flowers - SPM SK embroidery starter kit beginner TOS,4 flowers - SPM SK embroidery starter kit beginner TOS,Amazon,United States,embroidery starter kit beginner,EXACT,embroidery starter kits for beginners,3,1,33.3333%,$1.21,$1.21,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,embroidery stitch book,155,5,3.2258%,$0.19,$0.95,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,embroidery stitch book kit,106,2,1.8868%,$0.49,$0.98,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,biggie beads - SPM MK broad TOS,Amazon,United States,large fuse bead,BROAD,extra large fuse bead board,3,1,33.3333%,$2.06,$2.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,eyeglass zip needlepoint,2,1,50.0000%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,fairies,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,fairy first birthday favors,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,fairy frame craft kit,1,1,100.0000%,$0.15,$0.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,close-match,-,fairy garden,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Catch All - Auto - 0.15 - incrementum,Amazon,United States,loose-match,-,fairy stitch,2,1,50.0000%,$0.08,$0.08,$21.98,0.3640%,274.75,1,1,100.0000%,1,0,$21.98,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,fairy stuffed animal,2,1,50.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,fairy tale printed cross stitch,2,1,50.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Catch All - Auto - 0.15 - incrementum,Amazon,United States,loose-match,-,felt craft patterns,1,1,100.0000%,$0.15,$0.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Dessert Family,USD,dessert sewing - SPM MK broad sewing kit root,dessert sewing - SPM MK broad sewing kit root,Amazon,United States,felt sewing kits,BROAD,felt crafts,3,1,33.3333%,$0.73,$0.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,felt crafts patterns,21,1,4.7619%,$0.09,$0.09,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,felt fairy patterns for sewing,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,felt kit super hero,3,1,33.3333%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK broad,fairy sewing - SPM MK broad,Amazon,United States,sewing kits for kids,BROAD,felt sewing kit for kids,47,2,4.2553%,$1.16,$2.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,close-match,-,felt sewing kit for kids,10,1,10.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,fairy sewing - SPM MK broad,fairy sewing - SPM MK broad,Amazon,United States,sewing kits for kids,BROAD,felt sewing kit kids,5,1,20.0000%,$1.49,$1.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 13, 2026",fairy family,USD,fairy sewing - SPM MK broad,fairy sewing - SPM MK broad,Amazon,United States,sewing kits for kids,BROAD,felt sewing kits for kids,11,2,18.1818%,$1.26,$2.51,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,fairy sewing - SPM MK broad,fairy sewing - SPM MK broad,Amazon,United States,sewing kit for kids,BROAD,felt sewing projects kits,3,1,33.3333%,$1.37,$1.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,felt stuffies,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,close-match,-,finger knitting,2,1,50.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,finger knitting,10,1,10.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,substitutes,-,finger knitting,6,1,16.6667%,$0.13,$0.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,cat knitting - SPM broad,Amazon,United States,loom knitting kit,BROAD,finger knitting for kids kit,1,1,100.0000%,$1.02,$1.02,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,cat knitting - SPM broad,Amazon,United States,knitting kit for kids,BROAD,finger knitting kits for beginners kids,1,1,100.0000%,$0.94,$0.94,$24.98,3.7630%,26.57,1,1,100.0000%,0,1,$0.00,$24.98
"Feb 14, 2026","Feb 14, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,cat knitting - SPM broad,Amazon,United States,loom knitting for beginners,BROAD,finger knitting loom,5,1,20.0000%,$0.45,$0.45,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,fairy sewing - SPM MK broad,fairy sewing - SPM MK broad,Amazon,United States,sewing kits for kids,BROAD,first sewing kit for kids 4-7,4,1,25.0000%,$1.49,$1.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,fise beads mini,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,floral cat embroidery kit,2,1,50.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,flower embroidery kit,2,1,50.0000%,$0.49,$0.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,flower making kit for kids refill,2,1,50.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,loose-match,-,foods sewing kits kids,2,1,50.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,latch hook pillow - SPM broad,Amazon,United States,latch hook pillow kit,BROAD,football latch hook pillow kit,6,1,16.6667%,$0.62,$0.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.15 - incrementum,Catch All - Auto - 0.15 - incrementum,Amazon,United States,loose-match,-,free cross stitch charts,2,1,50.0000%,$0.06,$0.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,substitutes,-,french knitter,3,1,33.3333%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK broad TOS,embroidery beginner - SPM MK broad TOS,Amazon,United States,kids embroidery,BROAD,funatic embroidery kids,2,1,50.0000%,$1.22,$1.22,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,functional embroidery projects ?,1,1,100.0000%,$0.90,$0.90,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",4 Flowers embroidery,USD,4 flowers - SPM MK broad ultra targeted,4 flowers - SPM MK broad ultra targeted,Amazon,United States,beginning embroidery kits for adults,BROAD,funny embroidery kit,7,2,28.5714%,$0.49,$0.98,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse & perler beads,1,1,100.0000%,$1.63,$1.63,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead accessories,1,1,100.0000%,$1.58,$1.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,biggie beads - SPM MK broad TOS,Amazon,United States,large fuse bead,BROAD,fuse bead boards,4,1,25.0000%,$2.06,$2.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse bead craft,1,1,100.0000%,$1.68,$1.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead iron,3,1,33.3333%,$1.84,$1.84,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead kir,3,1,33.3333%,$1.10,$1.10,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM SK fuse bead kit TOS,mini fuse beads - SPM SK fuse bead kit TOS,Amazon,United States,fuse bead kit,EXACT,fuse bead kit,1522,10,0.6570%,$1.35,$13.45,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead kit,286,4,1.3986%,$0.75,$3.00,$34.98,8.5763%,11.66,1,1,25.0000%,0,1,$0.00,$34.98
"Feb 13, 2026","Feb 13, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse bead kit for adults,4,1,25.0000%,$1.08,$1.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",fuse beads,USD,mini fuse beads - SPM SK fuse bead kit TOS,mini fuse beads - SPM SK fuse bead kit TOS,Amazon,United States,fuse bead kit,EXACT,fuse bead kits,68,3,4.4118%,$1.33,$3.98,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead kits,1,1,100.0000%,$2.09,$2.09,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse bead kits for adults,2,1,50.0000%,$1.13,$1.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse bead kits multi color,3,1,33.3333%,$1.42,$1.42,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse bead maker,1,1,100.0000%,$0.90,$0.90,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead plate,1,1,100.0000%,$2.09,$2.09,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse bead toolkit pro,5,2,40.0000%,$1.66,$3.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 14, 2026",.Catch All Auto,USD,catch all - auto - 0.19 incrumentum,catch all - auto - 0.19 incrumentum,Amazon,United States,close-match,-,fuse beads,89,4,4.4944%,$0.19,$0.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,biggie beads - SPM MK broad TOS,Amazon,United States,10mm fuse beads,BROAD,fuse beads 10mm,3,1,33.3333%,$1.43,$1.43,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse beads 2.6mm,20,3,15.0000%,$1.79,$5.38,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse beads 25000,2,1,50.0000%,$1.16,$1.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse beads 9000,2,1,50.0000%,$1.52,$1.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse beads amazon,3,1,33.3333%,$1.59,$1.59,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,biggie beads - SPM MK broad TOS,Amazon,United States,large fuse bead,BROAD,fuse beads boards,2,1,50.0000%,$2.06,$2.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse beads boards,49,2,4.0816%,$0.51,$1.02,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse beads boards big,1,1,100.0000%,$1.63,$1.63,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse beads boys,3,1,33.3333%,$1.46,$1.46,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse beads bulk,104,3,2.8846%,$0.67,$2.00,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,fuse beads kit mini,BROAD,fuse beads bulk,8,2,25.0000%,$1.68,$3.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 15, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse beads glitter,2,2,100.0000%,$1.30,$2.59,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MK broad mini root,mini fuse beads - SPM MK broad mini root,Amazon,United States,mini fuse beads,BROAD,fuse beads heat press,4,1,25.0000%,$2.09,$2.09,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
