"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","Refund Commission","Refund Principal","Refund Promotion","Refund RefundCommission","Refund RestockingDeductionPrincipal","Value of returned items","ProductCost Unsellable Refunds","Commission","COMPENSATED_CLAWBACK","FBADisposalFee","FBAInboundConvenienceFee","FBALongTermStorageFee","FBAPerUnitFulfillmentFee","(MCF)","FBAStorageFee","FREE_REPLACEMENT_REFUND_ITEMS","GlobalInboundTransportationFreight","MISSING_FROM_INBOUND","MISSING_FROM_INBOUND_CLAWBACK","REVERSAL_REIMBURSEMENT","STARStorageFee","WAREHOUSE_DAMAGE","WAREHOUSE_LOST","EstimatedPayout","ProductCost Sales","ProductCost Non-Amazon","ProductCost MultichannelCosts","ProductCost MissingFromInbound","ProductCost CostOfMissingReturns","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI","Fulfillment Channel","Expenses"
"06/03/2026","Amazon.com","B0FQC7YFX6","6P-KW6N-9F9J","CRAFTILOO Lacing Cards for Kids Ages 3-5 - 8 Princess Sewing Cards with Gem Stickers, Toddler Lacing Toy, Fine Motor Preschool Threading Activity for Ages 4-8","139.86","0.00","0.00","0.00","7","0","0","0","1","0.00","-33.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","-19.98","0.00","-0.60","0.00","0.00","0.00","-21.00","0.00","0.00","0.00","0.00","-32.20","0.00","-17.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.19","-14.70","0.00","0.00","0.00","0.00","0.00","2.49","2.49","1.78","24.30","34","20.59","-33.99","0.00","16.94","FBA","0.00"
"06/03/2026","Amazon.com","B0BP8GCK1G","KS-48AQ-488J","Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for Beginners (Garden Rainbow Fairies Kit)","124.08","0.00","0.00","0.00","6","0","0","0","0","0.00","-12.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18.60","0.00","0.00","0.00","0.00","-27.60","0.00","-16.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","48.75","-19.20","0.00","0.00","0.00","0.00","0.00","29.55","29.55","23.82","10.19","125","4.80","-12.64","0.00","153.91","FBA","0.00"
"06/03/2026","Amazon.com","B07D6D95NG","O9-70DP-C5J6","shinshin creation Fuse Beads Kit for Kids - 1500 Large 10mm Melty Iron Beads with Pegboards, 48 Patterns - Arts and Crafts for Boys and Girls Ages 4-7","74.94","74.94","74.94","0.00","3","3","3","0","0","0.00","-29.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-22.50","0.00","0.00","0.00","0.00","-33.42","0.00","-23.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","41.01","-48.00","0.00","0.00","0.00","0.00","0.00","-6.99","-6.99","-4.66","19.58","47","12.77","-29.34","0.00","-14.56","FBA","0.00"
"06/03/2026","Amazon.com","B0F8DG32H5","7P-PGQW-ADJU","CRAFTILOO Knitting Kit for Kids – Beginner Knitting Kit to Make a Hat & Cat – Quick Knit Loom Kit with Yarn, Tools & Instructions","161.88","0.00","0.00","0.00","6","0","0","0","1","0.00","-16.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.05","-26.98","0.00","-0.81","0.00","0.00","0.00","-24.30","0.00","0.00","0.00","0.00","-42.30","0.00","-86.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30.96","-31.80","0.00","0.00","0.00","0.00","0.00","-62.76","-62.76","-38.77","10.00","45","13.33","-16.18","0.00","-197.36","FBA","0.00"
"06/03/2026","Amazon.com","B07PXN4K8N","6C-ADBV-Q090","XXL Fuse Beads kit, Melty Melting Beads for Kids Crafts | Iron for Kids kit - Fuse pegboards. Compatible Bulk beados Storage - 22000pcs 5mm","174.80","0.00","0.00","0.00","5","0","0","0","0","0.00","-0.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-26.20","0.00","0.00","0.00","0.00","-38.45","0.00","-33.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","76.27","-62.50","0.00","0.00","0.00","0.00","0.00","13.77","13.77","7.88","0.30","84","5.95","-0.53","0.00","22.03","FBA","0.00"
"06/03/2026","Amazon.com","B0DKD2S3JT","JZ-ZGON-217O","CRAFTILOO Loom Knitting and Crochet kit for Kids Crochet kit for Beginners Knitting kit for Beginners Knitting Loom Learn to Crochet Kits for Adults Beginner","68.94","22.98","22.98","0.00","3","1","1","0","0","0.00","-2.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","0.00","-13.80","0.00","0.00","0.00","0.00","-23.68","0.00","-72.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20.35","-24.00","0.00","0.00","0.00","0.00","0.00","-38.35","-38.35","-41.72","2.86","45","8.89","-2.63","100.00","-159.79","FBA","0.00"
"06/03/2026","Amazon.com","B08L8BHD4Z","U9-D41T-LM8J","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","47.16","40.76","40.76","0.00","2","2","2","0","0","0.00","-6.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.20","0.00","0.00","0.00","0.00","-16.80","0.00","-6.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","44.89","-16.00","0.00","0.00","0.00","0.00","0.00","28.89","28.89","32.86","7.55","38","10.53","-6.64","0.00","180.56","FBA","0.00"
"06/03/2026","Amazon.com","B0F8QZZQQM","ZT-0RFZ-KY9Y","CRAFTILOO 2 in1 Cross Stitch & Embroidery Kit for Kids Ages 6+ Make 8 Projects Backpack Charms, Keyring, Doll, Wall Art, Unicorn Pillow & Card Holder Beginner Needlepoint & Creative Gift Set","65.94","21.98","21.98","0.00","3","1","1","0","0","0.00","-1.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.20","0.00","0.00","0.00","0.00","-21.68","0.00","-21.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.32","-22.00","0.00","0.00","0.00","0.00","0.00","8.32","8.32","9.46","1.89","22","18.18","-1.66","0.00","37.82","FBA","0.00"
"06/03/2026","Amazon.com","B0F6YTG1CH","75-24RO-YAXR","CRAFTILOO Cross Stitch Kit for Kids Ages 6-12 – Easy Beginner Embroidery Needlepoint Set for Girls & Boys – Pre-Cut Felt Unicorn Designs with Thread, Needles & Keyrings – 4 Fun Projects","16.98","33.96","33.96","0.00","1","2","2","0","2","0.00","-32.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.55","-36.96","0.00","-1.11","0.00","0.00","0.00","-7.65","0.00","0.00","0.00","0.00","-11.85","0.00","-4.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-38.21","-6.00","0.00","0.00","0.00","0.00","0.00","-44.21","-44.21","-86.79","63.55","59","5.08","-32.37","0.00","-736.83","FBA","0.00"
"06/03/2026","Amazon.com","B09HVDNFMR","N7-TUSA-2329","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Cat)","17.98","35.96","35.96","0.00","1","2","2","0","0","0.00","-16.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.10","0.00","0.00","0.00","0.00","-11.19","0.00","-1.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.66","-9.00","0.00","0.00","0.00","0.00","0.00","7.66","7.66","14.20","31.16","72","4.17","-16.81","0.00","85.11","FBA","0.00"
"06/03/2026","Amazon.com","B092SW839H","B2-XPQK-NI8O","CRAFTILOO 3Pcs of Embroidery Punch Needle kit for Kids Mini Pillows Googly Heart Owl Rainbow Needlepoint Craft Embroidery Pen Needle Punch Kit Art Punch Needle Yarn","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-1.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.00","0.00","0.00","0.00","0.00","-10.08","0.00","-15.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.68","-9.00","0.00","0.00","0.00","0.00","0.00","-2.32","-2.32","-5.81","4.73","12","16.67","-1.89","0.00","-25.78","FBA","0.00"
"06/03/2026","Amazon.com","B08DDJCQKF","B08DDJCQKF-FBA-2026","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.00","0.00","0.00","0.00","0.00","-9.12","0.00","-7.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.74","0.00","0.00","0.00","0.00","0.00","0.00","16.74","16.74","41.89","0.35","14","14.29","-0.14","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B08DJYBH4D","6B-PLIR-RTAZ","5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.00","0.00","0.00","0.00","0.00","-8.26","0.00","-10.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.73","-9.00","0.00","0.00","0.00","0.00","0.00","5.73","5.73","14.34","0.00","31","6.45","0.00","0.00","63.67","FBA","0.00"
"06/03/2026","Amazon.com","B0FHMRQWRX","MW-AU5S-KO94","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Wise Owl Ages 6+","49.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-3.86","0.00","0.00","-1.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.50","0.00","0.00","0.00","0.00","-11.14","0.00","-24.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.67","-10.60","0.00","0.00","0.00","0.00","0.00","-9.93","-9.93","-19.88","11.49","38","5.26","-5.74","0.00","-93.68","FBA","0.00"
"06/03/2026","Amazon.com","B0DC69M3YD","7B-EONH-U3A3","CRAFTILOO Embroidery Kit for Beginners Adults — 4 Floral Stamped Patterns, Learn 17 Stitches | Complete Needlepoint Kit with Hoop, Needles, Thread & Video Tutorial | Embroidery Kits for Adults Women","49.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-33.04","0.00","0.00","-7.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.50","0.00","0.00","0.00","0.00","-8.26","0.00","-23.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-29.38","-12.60","0.00","0.00","0.00","0.00","0.00","-41.98","-41.98","-84.03","81.16","74","2.70","-40.55","0.00","-333.17","FBA","0.00"
"06/03/2026","Amazon.com","B0C3YQ5RG1","2Z-YIR5-1UN8","Pirates Pre-Cut Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","41.36","0.00","0.00","0.00","2","0","0","0","0","0.00","-0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.20","0.00","0.00","0.00","0.00","-10.94","0.00","-11.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.60","-7.00","0.00","0.00","0.00","0.00","0.00","4.60","4.60","11.12","2.37","22","13.64","-0.98","0.00","65.71","FBA","0.00"
"06/03/2026","Amazon.com","B0CRZ8M2G1","GP-OSR2-H0XR","shinshin creation 24,000 Mini 2.6mm Fuse Beads Kit for Adults - 48 Vivid Pastel Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty Beads, Iron Beads Craft - Bulk Storage","34.98","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5.25","0.00","0.00","0.00","0.00","-5.82","0.00","-10.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.47","-9.00","0.00","0.00","0.00","0.00","0.00","4.47","4.47","12.78","0.00","56","1.79","0.00","0.00","49.67","FBA","0.00"
"06/03/2026","Amazon.com","B0B18ZHYKR","V5-VHHP-2KSO","Safari Animals Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. Girls Cross Stitch kit","19.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-1.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.00","0.00","0.00","0.00","0.00","-4.20","0.00","-4.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.46","-4.60","0.00","0.00","0.00","0.00","0.00","1.86","1.86","9.31","6.71","37","2.70","-1.34","0.00","40.43","FBA","0.00"
"06/03/2026","Amazon.com","B0B3PGPVV5","W1-ASV2-SQO1","CRAFTILOO DIY Rug 3D Unicorn Pouch Latch Hook Kits for Kids Sewing Set for Girls Beginners Latchkits Ages 6-12","19.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-0.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.00","0.00","0.00","0.00","0.00","-3.95","0.00","-2.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.11","-3.50","0.00","0.00","0.00","0.00","0.00","6.61","6.61","33.08","3.35","9","11.11","-0.67","0.00","188.86","FBA","0.00"
"06/03/2026","Amazon.com","B0CP2KCF9R","PC-75HN-F1GF","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","24.98","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.75","0.00","0.00","0.00","0.00","-4.20","0.00","-0.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.31","-4.40","0.00","0.00","0.00","0.00","0.00","11.91","11.91","47.68","0.00","13","7.69","0.00","0.00","270.68","FBA","0.00"
"06/03/2026","Amazon.com","B09HVSLBS6","KM-QL7C-QZMZ","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Cat & Dog)","0.00","17.98","17.98","0.00","0","1","1","0","0","0.00","-11.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.70","0.00","0.00","0.00","0.00","-3.91","0.00","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.56","-3.00","0.00","0.00","0.00","0.00","0.00","-3.56","-3.56","-19.80","64.24","48","2.08","-11.55","0.00","-118.67","FBA","0.00"
"06/03/2026","Amazon.com.mx","B09X55KL2C","8P-17QD-1L6J","10 patrones de bordado preestampados para principiantes, kit de bordado para niños y niñas, kit de costura para principiantes, punto de cruz, costura perfecta para edades de 7 a 13 años","29.62","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4.44","0.00","0.00","0.00","0.00","-10.59","0.00","-8.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.03","-6.30","0.00","0.00","0.00","0.00","0.00","-0.27","-0.27","-0.91","0.00","190","1.05","0.00","0.00","-4.29","FBA","0.00"
"06/03/2026","Amazon.com","B09HVCCNM2","KL-L7KN-R85L","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Unicorn)","17.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-7.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.70","0.00","0.00","0.00","0.00","-3.73","0.00","-0.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.14","-3.00","0.00","0.00","0.00","0.00","0.00","0.14","0.14","0.78","43.55","27","3.70","-7.83","0.00","4.67","FBA","0.00"
"06/03/2026","Amazon.com","B09THLVFZK","amzn.gr.RV-FA22-4WFQ-MpriMc-eYvZIGfid-LN","shinshin creation 24,000 Mini Fuse Beads Kit for Adults - Tiny 2.6mm Beads (NOT Standard 5mm) - 48 Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty, Iron Beads - Bulk Pixel Art Craft","26.38","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.96","0.00","0.00","0.00","0.00","-7.45","0.00","-0.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.34","0.00","0.00","0.00","0.00","0.00","0.00","14.34","14.34","54.36","0.00","11","9.09","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B09WQSBZY7","DH-0K32-KCGU","Kits de costura de hadas para niñas pequeñas, 5 proyectos fáciles para niños, manualidades para hacer tu propia almohada de fieltro, kit de manualidades de peluche, mi primer kit de costura para","23.06","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.46","0.00","0.00","0.00","0.00","-9.42","0.00","-0.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.94","-3.00","0.00","0.00","0.00","0.00","0.00","6.94","6.94","30.10","0.00","6","16.67","0.00","0.00","231.33","FBA","0.00"
"06/03/2026","Amazon.com","B08L8BHD4Z","FBA192SBLRF1.missing1","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","18.78","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.82","0.00","0.00","0.00","0.00","-4.20","0.00","-0.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.40","0.00","0.00","0.00","0.00","0.00","0.00","11.40","11.40","60.70","0.00","10","10.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BJ9DY444","BB-816U-PO0B","Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Heart","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","-0.01","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.ca","B09WQSBZY7","DH-0K32-KCGU","Craftiloo Fairy Sewing Kit for Little Girls - 5 Easy Projects, Kid Crafts, Make Your Own Felt Pillow Plush Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","-0.38","-0.38","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0CP2KCF9R","DV-7AST-XFZG","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-0.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.52","0.00","0.00","0.00","0.00","0.00","0.00","-1.52","-1.52","0.00","0.00","0","0.00","-0.57","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BPDCDXNK","DW-A9L7-MJ4A","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Embroidery kit Heart","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","-0.01","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BVHMZFSQ","F8-ODKX-DQWT","XL Fuse Beads kit, Melty Beads Melting for Kids Crafts | Iron for Kids kit - Fuse pegboards, pearler Hama Compatible - 11000pcs 5mm","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.19","0.00","0.00","0.00","0.00","0.00","0.00","-1.19","-1.19","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B08DDJCQKF","FH-FMO5-Y9LJ","Kits de Punto de Cruz Estampados para Principiantes y Niños - 5 Kits de Bordado con Aguja","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.22","0.00","0.00","0.00","0.00","0.00","0.00","-0.22","-0.22","0.00","0.00","8","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BWSGRTB1","IL-ASZW-OF77","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.09","0.00","0.00","0.00","0.00","0.00","0.00","-1.09","-1.09","0.00","0.00","0","0.00","-0.98","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0B2XL9D8D","IV-Z101-Z258","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Elephant","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.63","0.00","0.00","0.00","0.00","0.00","0.00","-3.63","-3.63","0.00","0.00","4","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.ca","B096MYBLS1","JI-I7Y7-VC9R","12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.05","0.00","0.00","0.00","0.00","0.00","0.00","-0.05","-0.05","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B096MYBLS1","JI-I7Y7-VC9R","12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.53","0.00","0.00","0.00","0.00","0.00","0.00","-3.53","-3.53","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.ca","B0BP8GCK1G","KS-48AQ-488J","CRAFTILOO Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
